usuario_id,data,ano,mes,dia,dia_semana,hora
4f218545-a1be-49e2-9266-9df8d0f37a66,2025-02-08,2025,2,8,6,22
4f31808b-d31c-4a5e-ab2c-f175824ceda0,2025-01-25,2025,1,25,6,18
4f366124-5ad4-4ce2-8b9b-736fb99e018c,2025-03-26,2025,3,26,3,21
4f3d3b43-ac03-4521-ac00-e59ab487426b,2025-01-05,2025,1,5,0,22
4fc11176-8a32-407f-a1e9-75dce4c9f0b2,2025-03-28,2025,3,28,5,1
4ff7d6e3-b4cc-4c6c-a84f-9de58e2382b8,2025-03-23,2025,3,23,0,22
50243055-c40f-42f0-a58e-552f1129466f,2025-03-23,2025,3,23,0,5
502e181a-ee50-45a1-8dfc-451c9a650dda,2025-01-04,2025,1,4,6,5
506cf623-dbec-4ad3-9ccc-9b61ec697eb0,2025-01-23,2025,1,23,4,10
507b9464-7f35-403c-95ed-a5f15f02ffee,2025-03-28,2025,3,28,5,10
50f0b0f2-2ac1-4577-88d0-1b993e70f705,2025-02-08,2025,2,8,6,6
514b05d6-5b13-41d4-8551-1a5b1cc9a93a,2025-02-11,2025,2,11,2,15
515cfde5-91af-482d-87a6-176d0ad23fef,2025-03-07,2025,3,7,5,4
51626bc9-3fae-4550-ac27-58510f28cce9,2025-02-27,2025,2,27,4,2
5187249a-ea2b-4825-866e-f70f8dcab640,2025-03-22,2025,3,22,6,21
51d1ae94-9172-4760-bb8c-3db8b02e2e9f,2025-03-30,2025,3,30,0,13
51fcc12d-f5e2-4e87-aa83-f80ae98a5ad0,2025-03-06,2025,3,6,4,8
5200bca0-80f7-4bb7-af54-26139f985eff,2025-01-08,2025,1,8,3,1
52162030-57b9-454e-b78f-b4c5a7c9f31e,2025-01-22,2025,1,22,3,18
5272456c-1d8f-4f31-b467-0bfa9813dfc5,2025-03-16,2025,3,16,0,6
52784a7b-961c-47ad-8f31-df49a3b8cce7,2025-02-08,2025,2,8,6,15
528b098d-f65e-4ecf-9083-6fce8e0f0f21,2025-03-02,2025,3,2,0,1
52f18fdd-bfeb-45d4-9df6-b02b16aa47b9,2025-02-24,2025,2,24,1,11
532874d9-da7a-4b04-9ad1-ca687816c07d,2025-03-15,2025,3,15,6,22
539c1d22-e949-427a-8ecf-ba8a8e58006b,2025-02-22,2025,2,22,6,3
53c32c59-0e64-4eb2-b18a-419a314c5756,2025-01-08,2025,1,8,3,20
53c400a4-33fd-4b1e-95d7-1ef993d64197,2025-01-29,2025,1,29,3,18
54441b18-6ba1-4e1a-ad54-5c999ad20c55,2025-02-06,2025,2,6,4,6
5468d359-69d7-4f33-a74b-23c0f84f2b27,2025-03-20,2025,3,20,4,6
5490b0ef-9839-42b8-9293-7d6e2cf1ad2b,2025-02-02,2025,2,2,0,12
54b9fb3e-0a86-4443-bab8-56913060ce80,2025-03-07,2025,3,7,5,19
54be0fda-880d-43f1-b50f-674ccfbd2f19,2025-02-05,2025,2,5,3,0
54e65fe2-8a5c-49ee-97cb-34876a8f350a,2025-01-31,2025,1,31,5,20
552a5378-d035-47f7-80e3-64ec73e5a918,2025-01-06,2025,1,6,1,22
553ee130-84f6-453e-bb54-345a72aaefdb,2025-03-01,2025,3,1,6,15
5579dd5a-951a-4616-9aa7-84178abf9e14,2025-01-12,2025,1,12,0,13
55c59102-e2dd-45ed-a2db-d3d38039ded8,2025-01-23,2025,1,23,4,14
55e74dc9-861c-4142-8b1b-e58abbfb0d58,2025-01-04,2025,1,4,6,16
55ed3eff-c72f-4353-8c35-a679aaaa2f17,2025-02-03,2025,2,3,1,22
56483e41-afee-4a63-8616-5a5fa8c0b235,2025-02-13,2025,2,13,4,17
56939e7b-5ecd-43c2-9b39-425c662715c5,2025-01-18,2025,1,18,6,22
56b3b3db-b555-48ed-b3be-1c4ccc86af10,2025-02-25,2025,2,25,2,0
577f1b90-5b1e-4db9-9cf6-596dc1ba4c10,2025-02-08,2025,2,8,6,23
57ed30f3-15b4-4c1f-9e2d-e1e0df37d979,2025-01-20,2025,1,20,1,13
585de1e3-7043-40b9-8847-0521913fa2cd,2025-03-22,2025,3,22,6,5
58f8b825-32f0-4aac-a608-ae1900898a77,2025-01-05,2025,1,5,0,11
59148135-c6d1-4ecf-bd9a-c8426ede8ed4,2025-02-27,2025,2,27,4,17
5957650d-969c-4bb2-b860-c76d2cdab8d4,2025-03-20,2025,3,20,4,22
599dc798-9731-438c-8135-b6c515f71a31,2025-01-11,2025,1,11,6,18
59d9572e-7f5b-4cb0-8eb2-0298e0481328,2025-01-17,2025,1,17,5,20
59da187a-ca61-4d29-938f-e0fa3b6dc5c4,2025-03-20,2025,3,20,4,12
59f291db-9ce0-4bd7-947d-b24bad30156b,2025-02-01,2025,2,1,6,16
5a237cdd-41cb-471e-97ce-13cbf8c4181f,2025-03-07,2025,3,7,5,17
5a3b3330-2e68-4b61-bec9-b873c22cdad9,2025-01-07,2025,1,7,2,22
5aa9118f-dd06-4bda-bbee-81a2b642c59d,2025-01-08,2025,1,8,3,13
5ae05795-d5de-4489-8722-0e66bcd7c118,2025-03-06,2025,3,6,4,16
5af8e0b5-39f2-4c93-a3ea-3c369f72ea4f,2025-02-14,2025,2,14,5,1
5b15f445-be18-404f-9d01-c960f34ea0d1,2025-03-09,2025,3,9,0,19
5b4e39f6-8447-4d2b-98da-18bff17ceaac,2025-03-05,2025,3,5,3,1
5bc9b1a8-5542-4768-a32a-a5deb4991eab,2025-03-29,2025,3,29,6,6
5bcd02b8-b604-4bc6-b7ed-90fc169c2666,2025-02-20,2025,2,20,4,16
5bd28665-d39a-488a-aa04-e554ceee810d,2025-03-10,2025,3,10,1,3
5be2aeec-5d56-4feb-8b35-e1e294427243,2025-02-08,2025,2,8,6,8
5be44b4e-d7f7-4369-97c0-d0d1b5acb6b0,2025-02-06,2025,2,6,4,19
5be8c394-49c4-4971-995f-13402624b352,2025-03-08,2025,3,8,6,4
5c2407fe-6266-4382-8a0a-3a254663e7e8,2025-03-07,2025,3,7,5,7
5c4065b0-3aa2-43ef-941a-9facfe3ada55,2025-01-13,2025,1,13,1,21
5c4442eb-b5f2-4ec4-be56-22b1a115b884,2025-03-30,2025,3,30,0,5
5c9e8c92-b288-416a-9cfd-839b38b0a41f,2025-01-25,2025,1,25,6,12
5cd31ff7-792a-4cd4-9893-686ce44271f5,2025-02-27,2025,2,27,4,14
5d0d17c4-653f-49e2-8741-cf9ccfec047f,2025-03-10,2025,3,10,1,8
5d5dfeaa-bb0c-4766-ad94-7135abe976f8,2025-03-21,2025,3,21,5,11
5d628645-f8e5-4f2c-8cbc-c0509839b11f,2025-03-23,2025,3,23,0,0
5e0757c2-d33b-42b1-903f-3df90e6368c0,2025-03-11,2025,3,11,2,13
5e14e490-3b78-4a9f-9d6e-3014be75ad07,2025-01-05,2025,1,5,0,23
5ea1f89d-b990-4f97-b96a-1e4045891797,2025-03-05,2025,3,5,3,23
5f0411b0-fd2d-4ab2-aa15-4696ea8e3e72,2025-03-21,2025,3,21,5,6
5f401fa3-ebdc-4003-9ccf-0162e9226b4b,2025-02-15,2025,2,15,6,22
5f45e0f9-2175-4b4c-925c-ffaf5862afec,2025-01-01,2025,1,1,3,8
5f4f2327-d520-41bd-bb1d-4dfeb5644683,2025-01-18,2025,1,18,6,19
5f56ed1a-6b71-4127-809e-d1371e85d4e8,2025-03-12,2025,3,12,3,8
5f5fe510-8fce-48fa-857e-c61019a90210,2025-02-04,2025,2,4,2,7
5f9a7557-945f-4904-bcb5-9029a1d4038c,2025-02-01,2025,2,1,6,23
5fc11994-7cda-46ca-b166-f386a28297ae,2025-03-18,2025,3,18,2,5
605064b5-b070-4d3f-b2ee-7b15321fffa3,2025-02-17,2025,2,17,1,3
624b9410-2f06-49cc-b861-801e39a4e627,2025-03-14,2025,3,14,5,3
6258d417-1bcb-4da9-8f08-e95855554358,2025-01-24,2025,1,24,5,17
62634c0a-17cc-4bf0-952e-3ac5a89b2c64,2025-01-30,2025,1,30,4,4
6278395c-3c50-444a-bcba-2552e7514593,2025-03-21,2025,3,21,5,7
62a46d53-c1ea-4779-97ec-19e45da1ab3a,2025-02-16,2025,2,16,0,20
62d4030c-7449-4c31-aa42-7e09463ca8a7,2025-01-21,2025,1,21,2,5
631fcad0-76b6-41aa-9994-488b202d945d,2025-03-28,2025,3,28,5,1
63434b95-9f7f-402d-989c-a2152132de9c,2025-03-07,2025,3,7,5,23
6392f6e2-bcb1-482c-ab38-a71c96b3252b,2025-01-13,2025,1,13,1,23
639381cd-4e9a-476c-8d77-74f7c57f09ec,2025-01-25,2025,1,25,6,21
639fe22d-83fc-4867-8438-4c1f70366765,2025-01-25,2025,1,25,6,4
63d63215-22df-452e-9cda-4c4a8f53ed1f,2025-03-23,2025,3,23,0,19
63dfb531-8ab4-498d-a9bc-ac11c664e887,2025-03-04,2025,3,4,2,4
647bfe7e-fd90-4352-a6b8-ecc302878ce5,2025-03-04,2025,3,4,2,20
64a702f3-d8ce-4c8f-8c24-829f647d26db,2025-01-06,2025,1,6,1,18
64e89ec7-2154-4266-b78d-b7c59f49e5c1,2025-02-04,2025,2,4,2,9
653564a7-c515-4ba8-b34e-4664e2be9a04,2025-02-27,2025,2,27,4,14
653c62b0-3a54-456e-a35d-88c62db22854,2025-01-24,2025,1,24,5,16
656554c0-6fa6-49fe-8945-30dfbf0c5d0d,2025-02-11,2025,2,11,2,19
65937c2d-0455-4279-a296-9e62eeead358,2025-03-20,2025,3,20,4,9
65b306a5-5084-4692-b59f-8cad0913a885,2025-02-19,2025,2,19,3,6
65de72e9-c9e7-4a27-9e94-7c051bfd5c83,2025-02-24,2025,2,24,1,10
65ed5745-f53e-4643-b40b-8d0e8f70c487,2025-03-17,2025,3,17,1,5
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,2025-03-23,2025,3,23,0,20
66772dbf-7b88-4815-8bc5-ca13c11c8316,2025-01-09,2025,1,9,4,1
66a617e1-3f86-4440-a6fc-dad202f2bebe,2025-01-15,2025,1,15,3,3
674e39dc-0acc-42b0-865f-70156d425cb7,2025-03-04,2025,3,4,2,3
679e0588-66cc-4d77-bba7-024cd2ffcfde,2025-03-01,2025,3,1,6,4
67c51fb5-26f3-4287-b89f-666ea1632ac0,2025-02-13,2025,2,13,4,3
67e2bf1b-a9a3-423d-9cb3-1c6d018ff63d,2025-01-03,2025,1,3,5,8
67e521b5-8dae-4856-8eb5-2c724972a222,2025-02-05,2025,2,5,3,11
68a3ed4c-3fb7-415c-a293-32310b93722f,2025-03-25,2025,3,25,2,14
68b309c0-58b2-4ad6-ac94-65b5fb30e6e3,2025-03-18,2025,3,18,2,4
6900cb04-76d1-428d-80b8-68cf058f1e22,2025-02-09,2025,2,9,0,17
6941dcf7-b907-46ca-bffe-b44fda41c253,2025-03-09,2025,3,9,0,7
694568d1-1a60-4488-acd7-985df1d6433d,2025-03-04,2025,3,4,2,15
69562dc1-3924-49c5-8806-39d435e29367,2025-03-16,2025,3,16,0,13
695e3b08-981a-4f63-a8d2-022e2f32c820,2025-02-27,2025,2,27,4,22
697c0b1b-4cf4-48a2-b612-ba7f0ca08548,2025-03-10,2025,3,10,1,13
6a875b22-7f04-46a4-9c33-65662eb43adc,2025-01-12,2025,1,12,0,1
6ab57265-d61a-43f5-bee5-d94ba9144567,2025-01-09,2025,1,9,4,9
6abd5b5c-692e-455a-a1e3-5b440cfc00d1,2025-01-05,2025,1,5,0,6
6af97b1c-c26f-463c-8253-20ed0078276d,2025-03-06,2025,3,6,4,23
6b282abe-109f-490b-8cd5-fedf9d2b73bd,2025-01-05,2025,1,5,0,7
6b376f29-9e54-4803-bdd8-13922ea21b1e,2025-01-18,2025,1,18,6,11
6bfbd046-b19e-48cb-85b7-442fd033b5f9,2025-03-18,2025,3,18,2,18
6c0f31b6-daf5-4245-9a3d-8030e61b2ad0,2025-03-13,2025,3,13,4,16
6c49f058-0370-4952-ae25-3326e85536f0,2025-03-03,2025,3,3,1,23
6c8bd281-72cd-456e-b24c-4710c5f1ed8f,2025-01-01,2025,1,1,3,9
6cb6a668-dbb0-43f7-b750-a615bacd62b5,2025-03-04,2025,3,4,2,19
6cdc34da-13e9-44c5-bb2c-9211b93f504f,2025-01-29,2025,1,29,3,8
6d084c74-5e77-43d9-9304-2913586bf895,2025-02-15,2025,2,15,6,20
6d3915d2-c5d2-4726-bf64-3f512fa04565,2025-03-15,2025,3,15,6,21
6d3c53bd-f891-46ed-9d49-10ce0497c8c7,2025-01-28,2025,1,28,2,23
6d4866fc-0bbd-4131-85c1-2258341c8c0e,2025-02-02,2025,2,2,0,8
6d75033c-3c6b-45fb-9e27-358acd279788,2025-01-25,2025,1,25,6,0
6dc39954-4dc8-4b1e-aa98-c26e757086d2,2025-03-20,2025,3,20,4,9
6de7e0e3-30ba-4972-a6d3-d58d5eefd369,2025-01-19,2025,1,19,0,13
6e0f11e9-6c9b-48b3-9265-98f50aa5b9cd,2025-03-13,2025,3,13,4,10
6e1d1d95-a857-48d7-9fc1-5c2937a438f3,2025-03-02,2025,3,2,0,1
6e7db9d4-0cbc-42e1-8eea-9b4fc81d6a09,2025-01-19,2025,1,19,0,7
6e8da409-5480-4ec9-bf56-9cea10f433bf,2025-01-17,2025,1,17,5,1
6fa1579b-34fe-432d-b7c9-6ccf696c8401,2025-01-31,2025,1,31,5,3
70267eab-32d9-4e28-9792-5922de36c751,2025-01-17,2025,1,17,5,1
7043f7fd-626f-4aee-a334-22cd370c6775,2025-03-23,2025,3,23,0,14
7059c1a7-2613-46ed-9462-716648acbd05,2025-02-13,2025,2,13,4,10
70ac56ca-ffbf-4cbe-909e-f32ed6dd63d7,2025-01-21,2025,1,21,2,0
70d3b7d0-1db3-44b4-92fa-e38a5ee1f86c,2025-02-10,2025,2,10,1,4
70d7e132-c1ff-440e-b0f2-e40ccee4a34a,2025-02-21,2025,2,21,5,23
7133cffa-4387-430d-a95b-47e62487d5b8,2025-03-18,2025,3,18,2,5
713d5155-f25e-426f-aa41-9bf0e921c749,2025-01-11,2025,1,11,6,18
7171f826-33c1-4c9c-a8a9-ba7175f5da53,2025-02-08,2025,2,8,6,11
7190f4eb-4efe-4c2d-89b3-cee3720a18ff,2025-03-21,2025,3,21,5,23
719f6dbe-3d72-4506-ab0c-8a20431261dc,2025-02-14,2025,2,14,5,13
71a2de5e-3032-4634-ab9e-9393e40dd714,2025-01-16,2025,1,16,4,12
71c581e5-3e74-4c9c-ad5c-abe0b2804c0d,2025-01-19,2025,1,19,0,13
71cc8714-8537-4921-979d-45c30efd142e,2025-03-21,2025,3,21,5,20
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-03-23,2025,3,23,0,7
722e2a59-e2d4-4004-8c70-59c7c6ac5949,2025-01-07,2025,1,7,2,15
7256bf96-35be-4c6a-952a-13330aa4a41f,2025-01-12,2025,1,12,0,14
730529cc-340b-44f8-ba4a-f11f7aad424b,2025-01-08,2025,1,8,3,10
73123f10-1723-4f5b-b364-95068f09cbf6,2025-02-02,2025,2,2,0,19
733a1e30-d442-4a77-851d-6b387486ab5d,2025-01-23,2025,1,23,4,6
73bc5678-18da-4e36-9f62-a957afaccc28,2025-02-07,2025,2,7,5,21
73c617ba-fd41-4da7-90a1-632221e0ef80,2025-02-24,2025,2,24,1,2
741d5701-ec9f-4593-b2aa-5ea8c1db38af,2025-03-19,2025,3,19,3,19
742eb88b-229d-4b53-9922-d0032ea06405,2025-01-16,2025,1,16,4,3
74a84c89-146b-4c7a-99af-a37b25e75a80,2025-03-13,2025,3,13,4,22
74afeca8-ed73-4cb2-bbf8-dd6b2ba7c266,2025-02-15,2025,2,15,6,13
750cf86c-0c52-4854-b425-c4a943262af6,2025-01-05,2025,1,5,0,6
7569cb9e-e097-40cd-8fe6-55e91dd86bc8,2025-02-16,2025,2,16,0,20
75a1265d-b5e3-4880-ac0a-8ed009e45224,2025-02-12,2025,2,12,3,4
75a9d627-565c-4964-b328-8a00a29854e3,2025-03-28,2025,3,28,5,15
75bea48e-4c69-45f9-9163-d9ff83ad7d4c,2025-02-18,2025,2,18,2,21
75c8f817-7b23-49a7-a9c6-80e1a31f0967,2025-03-22,2025,3,22,6,21
75cb325d-d2ba-4411-84b3-fb756bf5c004,2025-01-16,2025,1,16,4,8
763c5449-af91-4fa5-939a-3b41c158b49b,2025-02-08,2025,2,8,6,4
76433a97-678d-46a7-8461-eafe12bcc353,2025-01-23,2025,1,23,4,3
7699f07f-a27e-4c92-a93e-a8cd02e9148e,2025-01-15,2025,1,15,3,15
76ffc348-b966-45a2-bc97-1eac3b3853c1,2025-03-19,2025,3,19,3,13
7742905f-02fc-4dd4-aff0-ee0490f0f89b,2025-01-03,2025,1,3,5,22
77450f13-0444-43b6-89d1-1e5e32b4ee30,2025-01-05,2025,1,5,0,5
775c7315-f16f-4b1c-9ba0-5fe31bbd3027,2025-01-26,2025,1,26,0,10
780511d4-9aec-476d-afcf-9fa8c5fcd062,2025-02-26,2025,2,26,3,21
78c6196d-5a63-4ff2-81b0-6e235ee6f0fc,2025-01-03,2025,1,3,5,14
78c9af52-37bc-4e2d-9eda-4a38350ec05c,2025-03-13,2025,3,13,4,19
7942cc82-43c3-4118-9a59-45b7c1cabb99,2025-03-22,2025,3,22,6,20
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-01-03,2025,1,3,5,15
79bd8023-f026-47e4-bc1a-9c4a24cf3a18,2025-02-04,2025,2,4,2,23
7a13c9a6-2120-4c2e-960d-130684a0447b,2025-02-12,2025,2,12,3,4
7b1bc7b0-f784-4aea-9e72-b689057ec15c,2025-01-19,2025,1,19,0,15
7b6e6c8c-f6bc-4599-9a5f-ccf50e1c277c,2025-01-23,2025,1,23,4,16
7c08380d-ec62-4a7b-994e-8948e5a3aa0d,2025-03-18,2025,3,18,2,13
7c10dc40-92b1-4fce-b105-6d0624e8ad69,2025-02-07,2025,2,7,5,2
7c32e9e6-eb64-45d9-8a61-1681e2d7d79c,2025-03-10,2025,3,10,1,15
7c8e953e-9cc7-481e-a4b2-6e8d1aefff89,2025-03-12,2025,3,12,3,22
7caad7dc-0edf-4004-aedd-ff8dc83984e9,2025-01-01,2025,1,1,3,8
7cabc6d2-a0e6-4405-a53f-af3dcf5ede41,2025-01-16,2025,1,16,4,7
7d39e307-d143-4944-90cc-1c79c3dabf66,2025-03-29,2025,3,29,6,14
7d88688d-6360-4e51-9b8c-bbc5b3e27753,2025-03-29,2025,3,29,6,14
7d991de2-d644-4628-92c0-126de1c2158e,2025-01-08,2025,1,8,3,13
7dc08401-8127-4198-9db6-e238a56143c3,2025-03-07,2025,3,7,5,14
7dc75113-89b2-4276-a57d-d39fea1bcacd,2025-03-04,2025,3,4,2,6
7e008845-f6de-4aaf-988f-aaf5551d1ad1,2025-01-24,2025,1,24,5,12
7e077092-324c-4fd6-bb7b-12131149c208,2025-02-02,2025,2,2,0,3
7e2ceeea-72e8-44e7-936e-3d8f9ce880b8,2025-01-25,2025,1,25,6,22
7e77fe17-1149-4f0a-b680-039e5e463eae,2025-02-19,2025,2,19,3,11
7ebfea00-174b-4d96-af51-68e297067f95,2025-01-04,2025,1,4,6,4
7f0849f1-189c-4a32-9b4e-a9b16377b4e4,2025-03-13,2025,3,13,4,17
7f239ec4-b5b2-4d11-82a0-08f2a2ba5668,2025-02-03,2025,2,3,1,2
7f607b01-824d-4493-ac53-a52c39ec596d,2025-02-01,2025,2,1,6,22
7fd15f7c-c590-46c2-adf0-ae358528c963,2025-03-01,2025,3,1,6,1
8012de28-4c03-4b7e-9eba-07e15c075458,2025-02-28,2025,2,28,5,0
81522868-7122-4e8d-9458-3524c2edd085,2025-02-24,2025,2,24,1,11
815e8388-6228-4a76-9ed8-10a50c0e085a,2025-01-02,2025,1,2,4,2
83451f41-3b4a-4674-9816-597e1e27d383,2025-03-28,2025,3,28,5,3
8348d867-e632-4d99-938f-4bdb4af552e6,2025-01-30,2025,1,30,4,1
834b4db6-f31e-4617-b984-291375f5c346,2025-02-18,2025,2,18,2,22
838dffae-f571-45a0-b833-267873e4e9dc,2025-03-21,2025,3,21,5,7
83c79e99-d93c-4cea-a6a5-64bf84c208b6,2025-03-22,2025,3,22,6,5
83cc7139-1261-4332-9cdc-52d3ff42a557,2025-01-01,2025,1,1,3,20
84b8717c-7b7e-48b9-9fd1-75db29d19f12,2025-01-31,2025,1,31,5,13
8508cb19-011f-4389-b6e0-6467769adff2,2025-02-22,2025,2,22,6,20
85e0e136-15ed-43c6-a74c-5fff2aadf928,2025-03-10,2025,3,10,1,20
862575dd-2333-48c5-8000-38d5f675131c,2025-02-01,2025,2,1,6,2
8686337d-faa6-4ec6-83fa-d579f14dda02,2025-03-07,2025,3,7,5,6
86a10b1e-db93-4779-afef-c1e533e3e06c,2025-03-27,2025,3,27,4,6
86b4815e-4e51-4179-8823-e0bda588bb89,2025-01-07,2025,1,7,2,20
86ba11db-d82f-41aa-99b8-8616293beabf,2025-03-16,2025,3,16,0,8
872ee3e3-9abc-40ca-a491-d19401560172,2025-02-24,2025,2,24,1,8
875a23eb-02fa-4ce3-a226-1ed25cbba7dd,2025-03-07,2025,3,7,5,11
87b1d608-9211-4ce0-8193-7eb8216aeb01,2025-03-29,2025,3,29,6,0
88b25508-723a-4b0c-9fb9-a4a09fdef703,2025-01-22,2025,1,22,3,20
899b127e-6940-44cf-b519-5b13e8352081,2025-01-10,2025,1,10,5,9
89a97879-3c9d-46e9-ab9b-c80acd267667,2025-02-24,2025,2,24,1,7
8a07ee85-d54c-4024-8409-4f65c488975b,2025-03-15,2025,3,15,6,20
8a20a8fe-b273-4c81-bfcb-eb19bce63fee,2025-01-01,2025,1,1,3,7
8a54d115-b91d-4568-b0a3-62903ce2b385,2025-02-10,2025,2,10,1,7
8a98b52e-7782-4889-b57c-52964ad2e2eb,2025-03-19,2025,3,19,3,19
8aca7093-8b3f-4cad-acbe-732da218c656,2025-01-16,2025,1,16,4,16
8b20b89b-163c-4be2-98d8-77ab008f0e8f,2025-02-19,2025,2,19,3,9
8baed88c-9b6d-4344-853a-8a9bf32bfa13,2025-01-20,2025,1,20,1,23
8bcf44af-e212-46e2-969f-0b2b2f57e12e,2025-03-28,2025,3,28,5,9
8bd2e8eb-ad48-4913-bc89-99cbc61acf97,2025-01-11,2025,1,11,6,16
8c9e4168-407f-4549-9c1c-3d8d452ec476,2025-01-23,2025,1,23,4,10
8c9ed532-cbf0-44ec-9d3c-194bc73caf6f,2025-01-08,2025,1,8,3,11
8cdf1f4d-5c6f-4942-a07d-f785cfcbca12,2025-03-13,2025,3,13,4,2
8d1956f7-f278-449d-b88d-d2c46d50696c,2025-01-26,2025,1,26,0,23
8d30c91d-8ffe-493a-81ff-2d8fe578b32a,2025-01-14,2025,1,14,2,12
8d9fe59a-c3af-47a8-8725-05f9f3ad3a8c,2025-02-03,2025,2,3,1,23
8e188632-af64-44fb-8b97-adb976bb062a,2025-02-12,2025,2,12,3,11
8e3503ce-280a-4d24-a45b-561c6e2ead8d,2025-03-06,2025,3,6,4,11
8e562dea-10e3-4ac3-8cf2-f58ecddf913d,2025-03-30,2025,3,30,0,18
8e578002-0cb5-41a5-a9d7-7756a35e1245,2025-01-14,2025,1,14,2,10
8e6a29ae-a2ee-423a-8a3c-1d1982d78761,2025-01-04,2025,1,4,6,19
8e9703bb-b028-4980-a12c-0a2a373c6132,2025-03-14,2025,3,14,5,0
8eba44c0-bb13-49e0-9b18-7c905ae9c8b1,2025-01-06,2025,1,6,1,2
8ebef99b-7d31-475c-a7a2-895c324b8d5a,2025-01-21,2025,1,21,2,23
8ec60ee2-0789-4414-8411-87da2f07be22,2025-02-11,2025,2,11,2,12
8ecaebcf-95b7-453a-bb79-e5e9619fa183,2025-01-11,2025,1,11,6,17
8ee4a5e4-5dfc-46e3-9825-0f09c4e5dc18,2025-03-30,2025,3,30,0,0
8efaf2ee-0b7d-4ec3-a5d8-40b4ccf2ef5b,2025-01-11,2025,1,11,6,14
8fc6b494-eeb1-45cf-85be-087b82eec8bd,2025-01-03,2025,1,3,5,7
903e5254-d955-4556-bd69-2d34cfb6baaa,2025-02-03,2025,2,3,1,11
9047cc57-308b-41ea-9755-321ce4ba287c,2025-03-07,2025,3,7,5,14
90946516-5579-42c3-ab26-83bb9ef7e468,2025-02-17,2025,2,17,1,22
90e8367e-4d86-422b-a0d2-36f1c50d2eda,2025-03-10,2025,3,10,1,12
9159758b-bf77-41df-99e6-1604680ed961,2025-02-15,2025,2,15,6,10
917d6db9-90b2-4a60-b15b-19fc7f89a371,2025-02-01,2025,2,1,6,10
917e57c0-1e04-485e-83e7-f7eb6112eec0,2025-01-16,2025,1,16,4,8
91bd0854-685a-41a1-836e-690dd97094c5,2025-03-13,2025,3,13,4,5
91d39fba-0967-4844-8fee-f7ec8ed3e23f,2025-01-20,2025,1,20,1,11
921355e9-ad0d-4f9f-ae48-1c52556dcb09,2025-03-19,2025,3,19,3,0
923a0c07-90ae-4653-8fa4-e6d68a720f30,2025-01-23,2025,1,23,4,18
9264de72-b8df-48eb-8e43-51516964db25,2025-01-06,2025,1,6,1,20
92770dbe-baf3-4b6d-a324-36aa5af4a413,2025-03-18,2025,3,18,2,7
928977db-db1e-4430-bfbe-faadd75bb014,2025-01-20,2025,1,20,1,7
92b1d2dc-0330-4dd5-b4f1-030fc477801d,2025-03-28,2025,3,28,5,4
92c0e909-30b6-4981-8536-adea591e2914,2025-01-07,2025,1,7,2,20
92f7e52f-b5eb-4ea0-bd96-93961c2d5cbb,2025-02-18,2025,2,18,2,6
936e3d04-1ef4-4b30-889f-44eb9cc69bbc,2025-03-02,2025,3,2,0,7
93fe565d-fa49-414c-a5c8-d19ee414e0b6,2025-01-05,2025,1,5,0,23
93fea0d1-8712-4925-b955-425f2675d107,2025-01-06,2025,1,6,1,1
94d63493-22b8-4b28-9546-3ff4d1c3068a,2025-03-21,2025,3,21,5,10
94d8bc81-8ed1-479c-a330-52f335b99752,2025-02-15,2025,2,15,6,22
94e1f950-3852-46d3-b853-3e1b95310c1f,2025-02-11,2025,2,11,2,8
95330163-aa85-42d9-9335-e490d89d23d5,2025-03-19,2025,3,19,3,10
9544dbec-f077-4fd6-9b5e-f9e107b8351f,2025-01-24,2025,1,24,5,18
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-02-25,2025,2,25,2,5
958c9504-b672-4dbe-add0-b2a5a1c9aa3f,2025-03-11,2025,3,11,2,13
95b273d1-f3d0-453f-be6e-da9d17e5a8ef,2025-01-07,2025,1,7,2,16
95c48b0b-a9db-4046-8bab-b6a9968f3bb7,2025-01-05,2025,1,5,0,1
95f90883-f680-4300-ab12-77b88883a80a,2025-03-03,2025,3,3,1,7
9629bb7c-c361-4edf-8252-4dea5fd245fc,2025-02-21,2025,2,21,5,12
96a3b751-2d5b-4b75-9964-016dedb5f834,2025-01-19,2025,1,19,0,2
96ef869f-70f7-44ce-9882-efa56c34cf0e,2025-02-11,2025,2,11,2,4
970b6957-a5e3-47a5-be52-46daf572a0ab,2025-01-23,2025,1,23,4,23
97344833-4b42-4891-bce2-cd46a94bc6b5,2025-02-26,2025,2,26,3,19
97454434-b860-4455-99a3-13581922f5e7,2025-01-20,2025,1,20,1,17
97de5860-12fa-484f-a869-2a139cc5eb9f,2025-02-13,2025,2,13,4,21
97e9069b-17db-4271-bd72-be6ba3a10498,2025-03-30,2025,3,30,0,15
988b4b92-8ed9-43d2-beb5-3b577dd7fb92,2025-03-26,2025,3,26,3,0
989d3c71-9d4c-4553-b49c-c6c5947f16a5,2025-01-27,2025,1,27,1,18
98e4cb3f-c680-4fad-9589-61e6f90b133c,2025-03-17,2025,3,17,1,16
98fb5c78-4668-4a35-9b2c-04f7250313c8,2025-01-13,2025,1,13,1,20
