usuario_id,canal,investimento,data_aquisicao,fonte_midia,plataforma,versao_app,marca,modelo
306ee589-61b7-4ae0-9e5a-048c86524b22,sms,0.00,2025-01-11 11:37:16+00,Orgânico,iOS,1.1,Apple,iPhone SE
307c0d80-ec4f-466f-9a2f-01f1c7dcc07b,mms,0.47,2025-03-24 06:01:18+00,Google Ads,Android,1.2,Xiaomi,Mi 11
3093de60-9db2-43d7-9c5c-1273c452eaca,email,1.84,2025-01-30 15:52:38+00,Google Ads,Android,1.2,LG,Wing
30f55fae-9919-4380-a207-221ac83551ec,email,1.02,2025-01-02 12:17:32+00,Facebook Ads,iOS,1.2,Apple,iPhone 12
3136111e-1606-4d4b-8213-565b247e05ef,email,0.00,2025-03-11 16:41:06+00,Orgânico,iOS,1.1,Apple,iPhone SE
3194a9c7-7074-49bb-8d53-55ac2a451084,sms,0.92,2025-02-24 13:33:14+00,Facebook Ads,iOS,1.1,Apple,iPhone SE
31ac1cc0-dbf8-4398-a0cc-5fb25b78ed7d,push,2.81,2025-02-21 21:21:30+00,Google Ads,iOS,1.2,Apple,iPhone 13
31dbaac8-9176-4905-a0c6-86c379c304da,mms,4.99,2025-02-17 15:29:40+00,Facebook Ads,Android,1,Samsung,Galaxy M32
3232d1d4-6672-4005-ba0b-3a64b828c801,sms,0.00,2025-01-23 13:16:54+00,Orgânico,Android,1.1,Motorola,Moto G Power
33095194-f6fb-453c-92e3-86bdf67355be,push,2.73,2025-03-04 18:59:20+00,Facebook Ads,Android,1.1,Motorola,Moto Edge
3343f865-3ed0-4f95-a8c4-452e30517b70,mms,0.47,2025-03-06 08:31:36+00,Facebook Ads,Android,1,Xiaomi,Poco X3
3366ce26-4de5-408a-8749-e3b935f44d9f,email,1.69,2025-01-17 21:39:08+00,Facebook Ads,Android,1,Xiaomi,Mi 11
33af80a4-030a-494d-bc9c-155e2d49ba59,email,1.76,2025-01-31 05:53:17+00,Facebook Ads,iOS,1.1,Apple,iPhone 13
33c453e2-251e-4d80-87c1-73060cbb87a1,email,0.00,2025-03-25 10:33:25+00,Orgânico,iOS,2,Apple,iPhone SE
33c8465b-1ba8-4847-8420-f61df8b0edf0,mms,0.00,2025-01-11 00:58:32+00,Orgânico,iOS,2,Apple,iPhone 13
34287fc9-72d4-4b26-8539-31fda2f5221f,sms,0.00,2025-01-12 22:48:33+00,Orgânico,iOS,1.1,Apple,iPhone 12
344eea3b-ace5-4e34-b877-846a7cebbf21,mms,4.69,2025-01-19 17:54:23+00,Google Ads,Android,2,LG,K51
345662ad-8035-47be-bc89-f9b9b307eae9,sms,3.37,2025-01-23 08:37:47+00,Facebook Ads,iOS,1,Apple,iPhone 12
34610315-329e-47d6-a93d-291a294e6d44,push,2.61,2025-01-14 07:09:30+00,Google Ads,Android,1.1,LG,Velvet
34f4a900-9347-4842-bd14-2b445783344d,sms,1.68,2025-02-24 13:00:22+00,Facebook Ads,iOS,1,Apple,iPhone 12
35377428-8c0e-4944-872f-2b30efcaca91,sms,1.03,2025-02-16 12:40:37+00,Facebook Ads,iOS,2,Apple,iPhone SE
35687c77-bbba-4434-b9be-8e8db4c3d3b7,mms,0.00,2025-03-11 22:12:12+00,Orgânico,iOS,1.1,Apple,iPhone SE
357981b8-0a08-4b81-b402-de62fd61fd57,push,0.00,2025-01-16 08:43:55+00,Orgânico,iOS,1,Apple,iPhone SE
35ae02ad-31c1-4373-9880-1ee60af2e9fc,push,4.42,2025-01-23 16:57:36+00,Google Ads,iOS,1,Apple,iPhone SE
3604e364-a6dd-4571-b118-0aa392d34ff4,mms,3.95,2025-02-20 13:07:07+00,Facebook Ads,Android,1.2,Xiaomi,Poco X3
36303171-9802-4172-9e73-0f40917d716f,sms,2.05,2025-02-12 00:54:23+00,Google Ads,iOS,1.1,Apple,iPhone 12
363cfc02-e11f-4006-8aac-6f7bae166ede,sms,4.52,2025-03-26 08:33:09+00,Google Ads,iOS,1.1,Apple,iPhone 12
364182d5-26ba-42a9-9e89-532839f51f6b,push,1.40,2025-02-21 21:29:55+00,Facebook Ads,iOS,1.1,Apple,iPhone 12
3682ff36-dd9a-455e-811d-af333caa001c,mms,1.42,2025-02-21 16:22:33+00,Google Ads,iOS,1.2,Apple,iPhone 12
36b18bae-4bc6-4889-979b-01e61f44c863,sms,1.01,2025-03-13 00:20:58+00,Google Ads,Android,1,Samsung,Galaxy A52
37cecc45-a8ce-4738-bed1-6bd173e23bd4,push,3.13,2025-02-06 06:19:18+00,Google Ads,Android,2,Xiaomi,Redmi Note 10
389d1feb-198f-426d-8a68-f4e848a6528f,sms,0.00,2025-01-09 17:16:53+00,Orgânico,iOS,1,Apple,iPhone 13
392c4309-fb83-4aa3-8a1f-3ad4dca350d0,mms,2.23,2025-01-26 18:43:12+00,Facebook Ads,iOS,2,Apple,iPhone 12
3990c6aa-9d31-49df-9a56-fb41ba8eb299,push,3.12,2025-01-15 09:21:06+00,Facebook Ads,Android,1,Xiaomi,Mi 11
3a0c9f70-fb71-4799-a41d-6743f2a431ad,push,0.00,2025-02-07 09:07:33+00,Orgânico,Android,1.2,Samsung,Galaxy A52
3a17eee1-85ba-42e5-91c9-6f421296c72a,mms,3.66,2025-03-26 02:26:21+00,Facebook Ads,iOS,1,Apple,iPhone SE
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,email,0.00,2025-03-24 21:12:36+00,Orgânico,Android,1.1,LG,Wing
3a56714b-0904-4eda-b7d4-f94fbcea8898,mms,0.00,2025-03-04 15:50:32+00,Orgânico,iOS,1,Apple,iPhone 13
3a5be3a9-1b6e-4937-8391-cf03df8e1c51,push,0.00,2025-02-15 02:02:02+00,Orgânico,Android,1,LG,Wing
3aeadabf-a80b-4881-a926-0694ce9894bb,email,2.71,2025-03-18 14:08:30+00,Facebook Ads,Android,2,Xiaomi,Poco X3
3b43d4b1-ba01-47c9-9e1c-86c65b9799ef,sms,0.00,2025-02-19 23:03:39+00,Orgânico,iOS,1,Apple,iPhone 12
3b70e732-8c33-49fa-b8ea-bc162f936ad0,sms,1.16,2025-03-26 04:18:55+00,Google Ads,Android,2,Xiaomi,Redmi Note 10
3b8eed7a-8510-46a9-a27c-99ee94c6ac6b,sms,1.78,2025-01-30 19:40:06+00,Google Ads,Android,1.2,Samsung,Galaxy A52
3ba6d9bb-e67d-4fa8-a033-8ee6d9101299,sms,3.05,2025-01-22 04:58:47+00,Google Ads,Android,1.2,Xiaomi,Mi 11
3bb6bd2c-9e4f-4dab-919b-13b82757431d,email,2.07,2025-03-04 11:18:34+00,Google Ads,iOS,1.2,Apple,iPhone 13
3bc50234-aeac-488d-904e-0de76756fd93,sms,4.75,2025-02-13 10:43:22+00,Facebook Ads,iOS,2,Apple,iPhone 13
3c443538-02f9-4977-9237-33e5586e8197,push,0.00,2025-01-27 13:20:34+00,Orgânico,Android,1.1,Xiaomi,Mi 11
3c775e7a-9634-4393-9278-90098a8b8932,sms,1.06,2025-02-19 12:14:57+00,Facebook Ads,iOS,1.2,Apple,iPhone 13
3c837553-ec26-426c-8a78-315c7269bdfc,mms,0.00,2025-01-11 09:11:02+00,Orgânico,iOS,1.2,Apple,iPhone 12
3cb63c98-6875-4352-b67d-0b767b0b0e1f,mms,0.00,2025-02-06 15:11:35+00,Orgânico,Android,1.2,LG,K51
3cc6bebf-8686-4139-8f3c-b1da75d472d6,push,0.52,2025-03-05 04:58:15+00,Google Ads,iOS,2,Apple,iPhone 13
3cf9c90f-c042-4862-ae28-93c71cbfe3f0,email,0.00,2025-02-21 12:52:21+00,Orgânico,Android,1.1,Xiaomi,Mi 11
3d959c1d-7eff-4acd-931d-841bc96030ed,mms,3.95,2025-01-10 15:05:21+00,Google Ads,iOS,1,Apple,iPhone 12
3d96ca9f-1755-4266-b8a2-1e4aace9bf58,mms,0.00,2025-01-31 06:56:31+00,Orgânico,Android,1.2,Samsung,Galaxy S21
3e893fdf-22ee-4c7c-b582-916c0ce8cae8,push,0.12,2025-02-28 23:37:51+00,Facebook Ads,iOS,1.1,Apple,iPhone 13
3e9cee7c-01ce-40c2-8e32-e45b2d68ba2a,push,0.57,2025-01-17 23:11:06+00,Facebook Ads,Android,1,Motorola,Moto Edge
3ed2dc9f-1ee0-4b77-bf84-e9062c4f5004,push,0.00,2025-02-12 22:38:09+00,Orgânico,Android,2,Samsung,Galaxy A52
3efb1933-36cb-45fd-a3c4-97293c0f95ff,mms,0.42,2025-03-13 03:33:07+00,Facebook Ads,Android,2,Samsung,Galaxy S21
3f2ac0ee-eac9-47ee-a301-a868600f9f84,mms,2.02,2025-02-11 17:24:17+00,Facebook Ads,Android,1.2,Samsung,Galaxy A52
3f31b433-13f7-46cb-aa59-8614cdf584cf,mms,0.00,2025-01-08 12:00:04+00,Orgânico,Android,1.1,LG,Velvet
3f34ad5f-7b90-45a3-8df9-2b280ad98eb2,email,0.99,2025-01-01 10:18:51+00,Facebook Ads,iOS,1,Apple,iPhone 12
3f70a912-fa50-46ff-aeb6-086ba2fe2662,mms,0.70,2025-02-23 05:45:52+00,Google Ads,iOS,2,Apple,iPhone 12
3fcdbcd9-0ef5-4aca-b7ed-0ea2efcf4461,sms,0.83,2025-01-20 11:45:52+00,Facebook Ads,Android,1.1,Motorola,Moto Edge
3fddfd10-4cb3-487b-bd25-0865c7ad88ba,email,3.80,2025-01-10 01:32:35+00,Facebook Ads,iOS,1,Apple,iPhone 12
40875f4e-594c-4f1a-a9ac-f07c854e14fd,email,3.31,2025-03-30 09:25:43+00,Facebook Ads,iOS,1.1,Apple,iPhone 13
40ce6db7-6cad-4de7-a4f8-42ecf9282c25,email,4.56,2025-01-10 12:02:50+00,Google Ads,iOS,1.2,Apple,iPhone SE
40da32b8-3e12-491d-a1c5-8326c2f96123,mms,4.91,2025-02-15 22:29:21+00,Facebook Ads,iOS,2,Apple,iPhone SE
414d896b-fd10-420e-a5da-06ac9666344e,push,4.05,2025-02-03 02:31:19+00,Google Ads,Android,1,Xiaomi,Poco X3
41cefc6f-4b75-48cf-93a3-cabe9d1de625,mms,4.87,2025-03-01 19:51:30+00,Facebook Ads,iOS,1.1,Apple,iPhone 13
426b0f17-202a-438e-91f6-4e2ce6494085,email,3.79,2025-01-23 11:04:53+00,Google Ads,iOS,1,Apple,iPhone 12
4280fea1-fc14-4436-abc2-a1904d1f32e2,push,3.92,2025-03-26 16:32:27+00,Google Ads,iOS,1.2,Apple,iPhone 12
42cb2259-0671-4a7a-885a-11cdd20c6100,mms,3.32,2025-02-12 03:32:58+00,Google Ads,Android,1.2,Xiaomi,Poco X3
42e02fcd-d87b-487e-986b-0c87bab165d0,email,4.93,2025-02-03 10:03:30+00,Google Ads,Android,1,Motorola,Moto G Power
42e94853-f290-4b39-93a1-bb27983e6791,sms,3.08,2025-03-26 08:39:51+00,Google Ads,Android,2,Motorola,Moto Edge
4363c7c6-b2f7-4050-8178-17761703aa59,sms,0.00,2025-02-01 00:14:51+00,Orgânico,iOS,1,Apple,iPhone 13
439130d4-2782-4715-a42a-ae9e38c62146,mms,0.00,2025-02-02 12:58:43+00,Orgânico,iOS,1.2,Apple,iPhone SE
43cfd1b8-a3d9-4135-b0ba-a9d2c0958be9,mms,1.16,2025-01-30 05:24:38+00,Facebook Ads,Android,1.2,Motorola,Moto Edge
44159d84-4a1f-4460-a218-35f723015eaf,mms,0.00,2025-01-29 17:22:27+00,Orgânico,iOS,1.2,Apple,iPhone SE
44173638-eef8-4062-8239-695c5d539422,mms,0.00,2025-03-01 18:07:59+00,Orgânico,iOS,1,Apple,iPhone SE
4488c1a5-5bb1-4e80-aefd-fe77eb5e0d57,email,0.00,2025-01-10 07:10:59+00,Orgânico,Android,1.1,Motorola,Moto G Power
448bb022-9de1-439c-903f-cbdaf2413987,email,2.95,2025-01-08 17:54:17+00,Facebook Ads,iOS,1,Apple,iPhone 13
44a61fe7-c878-4a75-a34d-2a2f560247e5,sms,0.00,2025-01-03 18:49:11+00,Orgânico,iOS,1,Apple,iPhone 12
44d02f08-3325-4c19-983c-54d4831d542a,sms,2.03,2025-03-14 04:02:03+00,Google Ads,iOS,1.1,Apple,iPhone 12
44d6e0f0-ff5a-4c8e-bf64-83eb0faaf01c,sms,0.00,2025-03-30 18:45:14+00,Orgânico,Android,2,Motorola,Moto G Power
45318cb4-6c39-4e6b-b004-1875789dbcc0,email,2.51,2025-02-21 03:47:06+00,Google Ads,Android,1.2,Xiaomi,Mi 11
45e5c7c8-2d49-48d8-a92c-016311e97b40,sms,1.56,2025-01-27 02:13:49+00,Google Ads,Android,1.1,LG,Velvet
463654a9-1565-43b5-8f04-9ba448e762f1,email,4.29,2025-01-07 11:31:37+00,Facebook Ads,Android,1.1,Xiaomi,Redmi Note 10
465dcea3-1685-4e4d-baba-32f93819433c,push,0.00,2025-01-24 20:15:52+00,Orgânico,Android,1.2,Xiaomi,Poco X3
46681f10-ed5a-4442-ba19-11c119428508,sms,2.97,2025-01-27 20:30:23+00,Facebook Ads,Android,1.1,Samsung,Galaxy S21
46cd9e4f-f52a-4046-9c3b-1c65816cdba9,sms,0.83,2025-03-01 06:30:46+00,Google Ads,Android,1,Samsung,Galaxy A52
47ae7182-4ee4-4e3e-851d-15a4294ca536,push,4.42,2025-01-18 05:16:32+00,Facebook Ads,iOS,1.1,Apple,iPhone SE
47b5d244-bb9e-4c14-a81f-ce229e48dc0c,mms,1.11,2025-02-23 04:47:32+00,Google Ads,iOS,1.1,Apple,iPhone 13
47fd1c32-c68f-4fab-a0fe-0790add52d07,email,0.00,2025-01-12 15:14:07+00,Orgânico,Android,1,Motorola,Moto G Power
4827454b-77d1-4034-ac5b-5c947491dbd9,push,0.59,2025-02-25 08:10:10+00,Facebook Ads,Android,1.2,Motorola,Moto G Stylus
483875e1-5c03-404f-a0d3-d9f29290a359,email,4.49,2025-01-15 17:54:52+00,Google Ads,iOS,1,Apple,iPhone 12
4934f4aa-958f-4f2c-ba52-5195b0ce558d,push,4.99,2025-01-12 07:48:50+00,Google Ads,iOS,1,Apple,iPhone 12
49b9071d-c6f3-442f-9216-9e1498832f1b,email,0.85,2025-03-13 02:30:36+00,Google Ads,iOS,2,Apple,iPhone 13
49bc21a4-ce90-4730-9350-474190bee88d,push,0.00,2025-02-22 17:47:46+00,Orgânico,Android,1,LG,Velvet
4a3b426f-6a07-4814-bb55-ea91a57de027,sms,0.00,2025-03-16 03:41:23+00,Orgânico,iOS,1.1,Apple,iPhone 12
4a43b908-bec2-4417-a2f7-78f8efedb32c,push,3.79,2025-02-16 08:54:42+00,Facebook Ads,Android,2,Xiaomi,Mi 11
4a60194e-7e9e-4ee6-9046-0e10634271ec,mms,0.00,2025-03-29 11:12:01+00,Orgânico,iOS,2,Apple,iPhone 12
4a6df942-46b3-44b7-9ba5-b16acc932cfb,sms,3.02,2025-01-28 10:43:43+00,Google Ads,iOS,1.2,Apple,iPhone SE
4a6fcf0e-cb7e-4dec-9855-c80837a1d11c,email,1.00,2025-01-06 20:32:11+00,Google Ads,Android,1.2,Samsung,Galaxy S21
4a78bc31-4280-4a86-a395-453c0eb1efac,email,0.00,2025-02-08 18:28:52+00,Orgânico,iOS,1.1,Apple,iPhone 13
4a8acbc5-8164-48eb-9b06-5eccdb83eb9f,email,0.00,2025-03-14 10:14:18+00,Orgânico,iOS,1.1,Apple,iPhone 12
4b37d4d5-6fa7-4eb6-a36b-018ec291a5a7,sms,3.60,2025-01-15 03:57:38+00,Google Ads,Android,1.2,Motorola,Moto G Stylus
4b53cb57-beb7-4476-804e-2a6c3168bb00,mms,0.86,2025-02-23 17:05:44+00,Facebook Ads,Android,2,Motorola,Moto Edge
4b9647b5-821a-487e-9640-f8b920faecad,email,3.55,2025-03-28 22:27:38+00,Google Ads,Android,1.2,Samsung,Galaxy A52
4c84943f-f3fc-4d2c-880c-4e82046a6444,email,3.97,2025-03-16 12:19:25+00,Facebook Ads,iOS,1.1,Apple,iPhone SE
4ca196b0-3ddf-4bf5-b831-a78edf3a6174,email,0.00,2025-01-19 17:31:32+00,Orgânico,Android,1,LG,Wing
4cc2484f-9b2a-482b-9d22-932758e8bbc5,sms,1.92,2025-02-28 00:04:22+00,Facebook Ads,iOS,1.2,Apple,iPhone 13
4ccb7075-5ec5-4588-80f7-fcdd6e69cbe8,push,2.37,2025-03-03 15:15:40+00,Google Ads,iOS,1.2,Apple,iPhone 13
4d4bedf1-e43f-4f59-9336-3985ee3a821f,push,0.00,2025-03-24 19:04:59+00,Orgânico,iOS,1.2,Apple,iPhone 12
4d57d5e9-5a01-41d4-ae9e-d38666e5d727,push,2.95,2025-02-04 01:48:51+00,Facebook Ads,iOS,1,Apple,iPhone SE
4da409b0-3c43-48f5-9431-a8be78f29844,mms,1.01,2025-01-05 05:38:03+00,Google Ads,iOS,1.2,Apple,iPhone 12
4de412ef-0a50-4d8e-978c-be2095312d46,sms,0.00,2025-01-12 14:54:25+00,Orgânico,Android,1.2,Samsung,Galaxy A52
4e247ce3-d7cc-442d-8f64-d7b5251e53cb,push,0.00,2025-03-28 09:25:12+00,Orgânico,Android,1.2,LG,K51
4e92ade6-9aa9-4c3d-b506-088f33770291,email,1.74,2025-03-08 16:39:10+00,Facebook Ads,iOS,1.1,Apple,iPhone SE
4e94199d-27ed-4080-b8a8-0d06458e1c73,push,0.70,2025-03-01 09:40:30+00,Facebook Ads,Android,1.1,Xiaomi,Redmi Note 10
4f0989d3-5791-4f12-b3bc-c7e006dc7d37,sms,0.00,2025-02-14 09:18:41+00,Orgânico,iOS,1.2,Apple,iPhone 13
4f218545-a1be-49e2-9266-9df8d0f37a66,mms,1.85,2025-02-08 22:02:06+00,Google Ads,iOS,2,Apple,iPhone 12
4f31808b-d31c-4a5e-ab2c-f175824ceda0,email,0.00,2025-01-25 18:53:58+00,Orgânico,iOS,1.1,Apple,iPhone 12
4f366124-5ad4-4ce2-8b9b-736fb99e018c,email,0.00,2025-03-26 21:14:33+00,Orgânico,iOS,1.1,Apple,iPhone SE
4f3d3b43-ac03-4521-ac00-e59ab487426b,mms,0.00,2025-01-05 22:08:26+00,Orgânico,iOS,1.1,Apple,iPhone 13
4fc11176-8a32-407f-a1e9-75dce4c9f0b2,email,0.00,2025-03-28 01:30:32+00,Orgânico,iOS,1.2,Apple,iPhone 13
4ff7d6e3-b4cc-4c6c-a84f-9de58e2382b8,sms,0.16,2025-03-23 22:24:08+00,Facebook Ads,Android,1.2,Samsung,Galaxy S21
50243055-c40f-42f0-a58e-552f1129466f,sms,0.00,2025-03-23 05:13:55+00,Orgânico,iOS,2,Apple,iPhone SE
502e181a-ee50-45a1-8dfc-451c9a650dda,push,0.28,2025-01-04 05:21:30+00,Facebook Ads,Android,1.1,Xiaomi,Redmi Note 10
506cf623-dbec-4ad3-9ccc-9b61ec697eb0,mms,0.00,2025-01-23 10:14:40+00,Orgânico,iOS,1,Apple,iPhone SE
507b9464-7f35-403c-95ed-a5f15f02ffee,sms,4.81,2025-03-28 10:25:23+00,Facebook Ads,Android,2,LG,Wing
50f0b0f2-2ac1-4577-88d0-1b993e70f705,push,3.38,2025-02-08 06:04:46+00,Facebook Ads,iOS,1.1,Apple,iPhone 12
514b05d6-5b13-41d4-8551-1a5b1cc9a93a,mms,2.56,2025-02-11 15:36:17+00,Facebook Ads,iOS,1.1,Apple,iPhone 13
515cfde5-91af-482d-87a6-176d0ad23fef,mms,2.60,2025-03-07 04:40:51+00,Facebook Ads,Android,1,Motorola,Moto G Power
51626bc9-3fae-4550-ac27-58510f28cce9,email,0.00,2025-02-27 02:58:23+00,Orgânico,iOS,1,Apple,iPhone 12
5187249a-ea2b-4825-866e-f70f8dcab640,sms,0.00,2025-03-22 21:16:22+00,Orgânico,Android,2,Motorola,Moto Edge
51d1ae94-9172-4760-bb8c-3db8b02e2e9f,push,4.05,2025-03-30 13:44:08+00,Google Ads,iOS,1.2,Apple,iPhone SE
51fcc12d-f5e2-4e87-aa83-f80ae98a5ad0,email,0.00,2025-03-06 08:23:50+00,Orgânico,iOS,1.1,Apple,iPhone SE
5200bca0-80f7-4bb7-af54-26139f985eff,mms,2.85,2025-01-08 01:32:09+00,Facebook Ads,Android,1.2,Xiaomi,Mi 11
52162030-57b9-454e-b78f-b4c5a7c9f31e,mms,1.97,2025-01-22 18:41:55+00,Facebook Ads,iOS,1.1,Apple,iPhone 12
5272456c-1d8f-4f31-b467-0bfa9813dfc5,email,4.38,2025-03-16 06:50:58+00,Google Ads,Android,1,Xiaomi,Mi 11
52784a7b-961c-47ad-8f31-df49a3b8cce7,mms,4.61,2025-02-08 15:35:32+00,Facebook Ads,iOS,2,Apple,iPhone 12
528b098d-f65e-4ecf-9083-6fce8e0f0f21,push,3.87,2025-03-02 01:14:30+00,Facebook Ads,Android,2,Motorola,Moto G Stylus
52f18fdd-bfeb-45d4-9df6-b02b16aa47b9,email,3.89,2025-02-24 11:10:11+00,Google Ads,iOS,1,Apple,iPhone 12
532874d9-da7a-4b04-9ad1-ca687816c07d,email,4.24,2025-03-15 22:58:43+00,Facebook Ads,iOS,1,Apple,iPhone 13
539c1d22-e949-427a-8ecf-ba8a8e58006b,email,4.81,2025-02-22 03:05:12+00,Google Ads,Android,1.1,Samsung,Galaxy S21
53c32c59-0e64-4eb2-b18a-419a314c5756,mms,0.54,2025-01-08 20:26:29+00,Facebook Ads,Android,1.1,Motorola,Moto G Power
53c400a4-33fd-4b1e-95d7-1ef993d64197,email,0.00,2025-01-29 18:40:33+00,Orgânico,Android,2,Samsung,Galaxy S21
54441b18-6ba1-4e1a-ad54-5c999ad20c55,push,1.35,2025-02-06 06:18:09+00,Google Ads,iOS,1.2,Apple,iPhone SE
5468d359-69d7-4f33-a74b-23c0f84f2b27,sms,2.38,2025-03-20 06:03:32+00,Google Ads,Android,1.1,Xiaomi,Poco X3
5490b0ef-9839-42b8-9293-7d6e2cf1ad2b,mms,0.00,2025-02-02 12:12:39+00,Orgânico,iOS,1.2,Apple,iPhone 12
54b9fb3e-0a86-4443-bab8-56913060ce80,sms,0.00,2025-03-07 19:30:26+00,Orgânico,iOS,1,Apple,iPhone 13
54be0fda-880d-43f1-b50f-674ccfbd2f19,sms,2.37,2025-02-05 00:33:41+00,Google Ads,Android,1.2,LG,Velvet
54e65fe2-8a5c-49ee-97cb-34876a8f350a,push,1.53,2025-01-31 20:38:22+00,Facebook Ads,iOS,2,Apple,iPhone 12
552a5378-d035-47f7-80e3-64ec73e5a918,email,3.94,2025-01-06 22:17:07+00,Google Ads,Android,1.1,Xiaomi,Mi 11
553ee130-84f6-453e-bb54-345a72aaefdb,mms,4.50,2025-03-01 15:22:33+00,Facebook Ads,iOS,2,Apple,iPhone 13
5579dd5a-951a-4616-9aa7-84178abf9e14,sms,1.68,2025-01-12 13:01:53+00,Facebook Ads,iOS,1.2,Apple,iPhone SE
55c59102-e2dd-45ed-a2db-d3d38039ded8,sms,0.00,2025-01-23 14:40:37+00,Orgânico,Android,1.2,LG,Velvet
55e74dc9-861c-4142-8b1b-e58abbfb0d58,email,1.12,2025-01-04 16:16:25+00,Facebook Ads,Android,1.1,Motorola,Moto G Stylus
55ed3eff-c72f-4353-8c35-a679aaaa2f17,sms,4.52,2025-02-03 22:05:19+00,Facebook Ads,Android,1.1,Motorola,Moto Edge
56483e41-afee-4a63-8616-5a5fa8c0b235,email,3.61,2025-02-13 17:33:44+00,Google Ads,iOS,2,Apple,iPhone 12
56939e7b-5ecd-43c2-9b39-425c662715c5,sms,2.97,2025-01-18 22:18:50+00,Google Ads,iOS,1.2,Apple,iPhone 13
56b3b3db-b555-48ed-b3be-1c4ccc86af10,sms,0.00,2025-02-25 00:38:49+00,Orgânico,iOS,1.2,Apple,iPhone SE
577f1b90-5b1e-4db9-9cf6-596dc1ba4c10,email,2.06,2025-02-08 23:24:38+00,Facebook Ads,Android,2,Xiaomi,Mi 11
57ed30f3-15b4-4c1f-9e2d-e1e0df37d979,email,2.15,2025-01-20 13:04:12+00,Facebook Ads,iOS,2,Apple,iPhone SE
585de1e3-7043-40b9-8847-0521913fa2cd,mms,4.85,2025-03-22 05:35:50+00,Google Ads,Android,1.1,Samsung,Galaxy A52
58f8b825-32f0-4aac-a608-ae1900898a77,email,3.85,2025-01-05 11:09:26+00,Google Ads,iOS,1.1,Apple,iPhone SE
59148135-c6d1-4ecf-bd9a-c8426ede8ed4,email,0.00,2025-02-27 17:31:13+00,Orgânico,Android,1.1,Xiaomi,Redmi Note 10
5957650d-969c-4bb2-b860-c76d2cdab8d4,sms,1.92,2025-03-20 22:45:36+00,Facebook Ads,Android,1,LG,Velvet
599dc798-9731-438c-8135-b6c515f71a31,mms,4.32,2025-01-11 18:22:38+00,Facebook Ads,iOS,2,Apple,iPhone SE
59d9572e-7f5b-4cb0-8eb2-0298e0481328,push,0.00,2025-01-17 20:46:12+00,Orgânico,Android,1,Motorola,Moto G Stylus
59da187a-ca61-4d29-938f-e0fa3b6dc5c4,push,3.91,2025-03-20 12:44:04+00,Google Ads,Android,1.2,Motorola,Moto Edge
59f291db-9ce0-4bd7-947d-b24bad30156b,email,3.73,2025-02-01 16:38:00+00,Google Ads,iOS,1.2,Apple,iPhone 12
5a237cdd-41cb-471e-97ce-13cbf8c4181f,push,0.00,2025-03-07 17:31:46+00,Orgânico,iOS,1,Apple,iPhone 12
5a3b3330-2e68-4b61-bec9-b873c22cdad9,mms,1.60,2025-01-07 22:24:18+00,Facebook Ads,Android,2,LG,K51
5aa9118f-dd06-4bda-bbee-81a2b642c59d,email,3.00,2025-01-08 13:15:38+00,Google Ads,Android,1.2,Xiaomi,Mi 11
5ae05795-d5de-4489-8722-0e66bcd7c118,email,4.45,2025-03-06 16:41:11+00,Google Ads,iOS,2,Apple,iPhone SE
5af8e0b5-39f2-4c93-a3ea-3c369f72ea4f,email,1.35,2025-02-14 01:52:03+00,Facebook Ads,iOS,1,Apple,iPhone SE
5b15f445-be18-404f-9d01-c960f34ea0d1,mms,0.00,2025-03-09 19:16:16+00,Orgânico,iOS,2,Apple,iPhone SE
5b4e39f6-8447-4d2b-98da-18bff17ceaac,mms,4.29,2025-03-05 01:06:39+00,Facebook Ads,Android,1.2,Samsung,Galaxy M32
5bc9b1a8-5542-4768-a32a-a5deb4991eab,sms,1.40,2025-03-29 06:20:22+00,Google Ads,Android,2,Motorola,Moto G Stylus
5bcd02b8-b604-4bc6-b7ed-90fc169c2666,mms,0.00,2025-02-20 16:43:51+00,Orgânico,iOS,1.1,Apple,iPhone SE
5bd28665-d39a-488a-aa04-e554ceee810d,email,2.85,2025-03-10 03:42:27+00,Google Ads,Android,1.1,LG,K51
5be2aeec-5d56-4feb-8b35-e1e294427243,push,3.95,2025-02-08 08:10:47+00,Facebook Ads,iOS,1,Apple,iPhone SE
5be44b4e-d7f7-4369-97c0-d0d1b5acb6b0,email,1.99,2025-02-06 19:36:06+00,Google Ads,Android,1,Samsung,Galaxy M32
5be8c394-49c4-4971-995f-13402624b352,push,3.06,2025-03-08 04:16:40+00,Google Ads,iOS,1.1,Apple,iPhone 13
5c2407fe-6266-4382-8a0a-3a254663e7e8,push,2.38,2025-03-07 07:37:20+00,Google Ads,iOS,1.2,Apple,iPhone SE
5c4065b0-3aa2-43ef-941a-9facfe3ada55,email,2.27,2025-01-13 21:20:26+00,Google Ads,Android,1,Samsung,Galaxy S21
5c4442eb-b5f2-4ec4-be56-22b1a115b884,push,1.66,2025-03-30 05:19:58+00,Facebook Ads,Android,2,Samsung,Galaxy M32
5c9e8c92-b288-416a-9cfd-839b38b0a41f,sms,0.00,2025-01-25 12:09:11+00,Orgânico,iOS,1.1,Apple,iPhone 13
5cd31ff7-792a-4cd4-9893-686ce44271f5,push,2.59,2025-02-27 14:53:32+00,Facebook Ads,Android,2,Motorola,Moto G Stylus
