usuario_id,canal,fonte_midia,data_inicio
44d6e0f0-ff5a-4c8e-bf64-83eb0faaf01c,sms,Orgânico,2025-03-30 18:45:14+00
45318cb4-6c39-4e6b-b004-1875789dbcc0,email,Google Ads,2025-02-21 03:47:06+00
45e5c7c8-2d49-48d8-a92c-016311e97b40,sms,Google Ads,2025-01-27 02:13:49+00
463654a9-1565-43b5-8f04-9ba448e762f1,email,Facebook Ads,2025-01-07 11:31:37+00
465dcea3-1685-4e4d-baba-32f93819433c,push,Orgânico,2025-01-24 20:15:52+00
46681f10-ed5a-4442-ba19-11c119428508,sms,Facebook Ads,2025-01-27 20:30:23+00
46cd9e4f-f52a-4046-9c3b-1c65816cdba9,sms,Google Ads,2025-03-01 06:30:46+00
47ae7182-4ee4-4e3e-851d-15a4294ca536,push,Facebook Ads,2025-01-18 05:16:32+00
47b5d244-bb9e-4c14-a81f-ce229e48dc0c,mms,Google Ads,2025-02-23 04:47:32+00
47fd1c32-c68f-4fab-a0fe-0790add52d07,email,Orgânico,2025-01-12 15:14:07+00
4827454b-77d1-4034-ac5b-5c947491dbd9,push,Facebook Ads,2025-02-25 08:10:10+00
483875e1-5c03-404f-a0d3-d9f29290a359,email,Google Ads,2025-01-15 17:54:52+00
4934f4aa-958f-4f2c-ba52-5195b0ce558d,push,Google Ads,2025-01-12 07:48:50+00
49b9071d-c6f3-442f-9216-9e1498832f1b,email,Google Ads,2025-03-13 02:30:36+00
49bc21a4-ce90-4730-9350-474190bee88d,push,Orgânico,2025-02-22 17:47:46+00
4a3b426f-6a07-4814-bb55-ea91a57de027,sms,Orgânico,2025-03-16 03:41:23+00
4a43b908-bec2-4417-a2f7-78f8efedb32c,push,Facebook Ads,2025-02-16 08:54:42+00
4a60194e-7e9e-4ee6-9046-0e10634271ec,mms,Orgânico,2025-03-29 11:12:01+00
4a6df942-46b3-44b7-9ba5-b16acc932cfb,sms,Google Ads,2025-01-28 10:43:43+00
4a6fcf0e-cb7e-4dec-9855-c80837a1d11c,email,Google Ads,2025-01-06 20:32:11+00
4a78bc31-4280-4a86-a395-453c0eb1efac,email,Orgânico,2025-02-08 18:28:52+00
4a8acbc5-8164-48eb-9b06-5eccdb83eb9f,email,Orgânico,2025-03-14 10:14:18+00
4b37d4d5-6fa7-4eb6-a36b-018ec291a5a7,sms,Google Ads,2025-01-15 03:57:38+00
4b53cb57-beb7-4476-804e-2a6c3168bb00,mms,Facebook Ads,2025-02-23 17:05:44+00
4b9647b5-821a-487e-9640-f8b920faecad,email,Google Ads,2025-03-28 22:27:38+00
4c84943f-f3fc-4d2c-880c-4e82046a6444,email,Facebook Ads,2025-03-16 12:19:25+00
4ca196b0-3ddf-4bf5-b831-a78edf3a6174,email,Orgânico,2025-01-19 17:31:32+00
4cc2484f-9b2a-482b-9d22-932758e8bbc5,sms,Facebook Ads,2025-02-28 00:04:22+00
4ccb7075-5ec5-4588-80f7-fcdd6e69cbe8,push,Google Ads,2025-03-03 15:15:40+00
4d4bedf1-e43f-4f59-9336-3985ee3a821f,push,Orgânico,2025-03-24 19:04:59+00
4d57d5e9-5a01-41d4-ae9e-d38666e5d727,push,Facebook Ads,2025-02-04 01:48:51+00
4da409b0-3c43-48f5-9431-a8be78f29844,mms,Google Ads,2025-01-05 05:38:03+00
4de412ef-0a50-4d8e-978c-be2095312d46,sms,Orgânico,2025-01-12 14:54:25+00
4e247ce3-d7cc-442d-8f64-d7b5251e53cb,push,Orgânico,2025-03-28 09:25:12+00
4e92ade6-9aa9-4c3d-b506-088f33770291,email,Facebook Ads,2025-03-08 16:39:10+00
4e94199d-27ed-4080-b8a8-0d06458e1c73,push,Facebook Ads,2025-03-01 09:40:30+00
4f0989d3-5791-4f12-b3bc-c7e006dc7d37,sms,Orgânico,2025-02-14 09:18:41+00
4f218545-a1be-49e2-9266-9df8d0f37a66,mms,Google Ads,2025-02-08 22:02:06+00
4f31808b-d31c-4a5e-ab2c-f175824ceda0,email,Orgânico,2025-01-25 18:53:58+00
4f366124-5ad4-4ce2-8b9b-736fb99e018c,email,Orgânico,2025-03-26 21:14:33+00
4f3d3b43-ac03-4521-ac00-e59ab487426b,mms,Orgânico,2025-01-05 22:08:26+00
4fc11176-8a32-407f-a1e9-75dce4c9f0b2,email,Orgânico,2025-03-28 01:30:32+00
4ff7d6e3-b4cc-4c6c-a84f-9de58e2382b8,sms,Facebook Ads,2025-03-23 22:24:08+00
50243055-c40f-42f0-a58e-552f1129466f,sms,Orgânico,2025-03-23 05:13:55+00
502e181a-ee50-45a1-8dfc-451c9a650dda,push,Facebook Ads,2025-01-04 05:21:30+00
506cf623-dbec-4ad3-9ccc-9b61ec697eb0,mms,Orgânico,2025-01-23 10:14:40+00
507b9464-7f35-403c-95ed-a5f15f02ffee,sms,Facebook Ads,2025-03-28 10:25:23+00
50f0b0f2-2ac1-4577-88d0-1b993e70f705,push,Facebook Ads,2025-02-08 06:04:46+00
514b05d6-5b13-41d4-8551-1a5b1cc9a93a,mms,Facebook Ads,2025-02-11 15:36:17+00
515cfde5-91af-482d-87a6-176d0ad23fef,mms,Facebook Ads,2025-03-07 04:40:51+00
51626bc9-3fae-4550-ac27-58510f28cce9,email,Orgânico,2025-02-27 02:58:23+00
5187249a-ea2b-4825-866e-f70f8dcab640,sms,Orgânico,2025-03-22 21:16:22+00
51d1ae94-9172-4760-bb8c-3db8b02e2e9f,push,Google Ads,2025-03-30 13:44:08+00
51fcc12d-f5e2-4e87-aa83-f80ae98a5ad0,email,Orgânico,2025-03-06 08:23:50+00
5200bca0-80f7-4bb7-af54-26139f985eff,mms,Facebook Ads,2025-01-08 01:32:09+00
52162030-57b9-454e-b78f-b4c5a7c9f31e,mms,Facebook Ads,2025-01-22 18:41:55+00
5272456c-1d8f-4f31-b467-0bfa9813dfc5,email,Google Ads,2025-03-16 06:50:58+00
52784a7b-961c-47ad-8f31-df49a3b8cce7,mms,Facebook Ads,2025-02-08 15:35:32+00
528b098d-f65e-4ecf-9083-6fce8e0f0f21,push,Facebook Ads,2025-03-02 01:14:30+00
52f18fdd-bfeb-45d4-9df6-b02b16aa47b9,email,Google Ads,2025-02-24 11:10:11+00
532874d9-da7a-4b04-9ad1-ca687816c07d,email,Facebook Ads,2025-03-15 22:58:43+00
539c1d22-e949-427a-8ecf-ba8a8e58006b,email,Google Ads,2025-02-22 03:05:12+00
53c32c59-0e64-4eb2-b18a-419a314c5756,mms,Facebook Ads,2025-01-08 20:26:29+00
53c400a4-33fd-4b1e-95d7-1ef993d64197,email,Orgânico,2025-01-29 18:40:33+00
54441b18-6ba1-4e1a-ad54-5c999ad20c55,push,Google Ads,2025-02-06 06:18:09+00
5468d359-69d7-4f33-a74b-23c0f84f2b27,sms,Google Ads,2025-03-20 06:03:32+00
5490b0ef-9839-42b8-9293-7d6e2cf1ad2b,mms,Orgânico,2025-02-02 12:12:39+00
54b9fb3e-0a86-4443-bab8-56913060ce80,sms,Orgânico,2025-03-07 19:30:26+00
54be0fda-880d-43f1-b50f-674ccfbd2f19,sms,Google Ads,2025-02-05 00:33:41+00
54e65fe2-8a5c-49ee-97cb-34876a8f350a,push,Facebook Ads,2025-01-31 20:38:22+00
552a5378-d035-47f7-80e3-64ec73e5a918,email,Google Ads,2025-01-06 22:17:07+00
553ee130-84f6-453e-bb54-345a72aaefdb,mms,Facebook Ads,2025-03-01 15:22:33+00
5579dd5a-951a-4616-9aa7-84178abf9e14,sms,Facebook Ads,2025-01-12 13:01:53+00
55c59102-e2dd-45ed-a2db-d3d38039ded8,sms,Orgânico,2025-01-23 14:40:37+00
55e74dc9-861c-4142-8b1b-e58abbfb0d58,email,Facebook Ads,2025-01-04 16:16:25+00
55ed3eff-c72f-4353-8c35-a679aaaa2f17,sms,Facebook Ads,2025-02-03 22:05:19+00
56483e41-afee-4a63-8616-5a5fa8c0b235,email,Google Ads,2025-02-13 17:33:44+00
56939e7b-5ecd-43c2-9b39-425c662715c5,sms,Google Ads,2025-01-18 22:18:50+00
56b3b3db-b555-48ed-b3be-1c4ccc86af10,sms,Orgânico,2025-02-25 00:38:49+00
577f1b90-5b1e-4db9-9cf6-596dc1ba4c10,email,Facebook Ads,2025-02-08 23:24:38+00
57ed30f3-15b4-4c1f-9e2d-e1e0df37d979,email,Facebook Ads,2025-01-20 13:04:12+00
585de1e3-7043-40b9-8847-0521913fa2cd,mms,Google Ads,2025-03-22 05:35:50+00
58f8b825-32f0-4aac-a608-ae1900898a77,email,Google Ads,2025-01-05 11:09:26+00
59148135-c6d1-4ecf-bd9a-c8426ede8ed4,email,Orgânico,2025-02-27 17:31:13+00
5957650d-969c-4bb2-b860-c76d2cdab8d4,sms,Facebook Ads,2025-03-20 22:45:36+00
599dc798-9731-438c-8135-b6c515f71a31,mms,Facebook Ads,2025-01-11 18:22:38+00
59d9572e-7f5b-4cb0-8eb2-0298e0481328,push,Orgânico,2025-01-17 20:46:12+00
59da187a-ca61-4d29-938f-e0fa3b6dc5c4,push,Google Ads,2025-03-20 12:44:04+00
59f291db-9ce0-4bd7-947d-b24bad30156b,email,Google Ads,2025-02-01 16:38:00+00
5a237cdd-41cb-471e-97ce-13cbf8c4181f,push,Orgânico,2025-03-07 17:31:46+00
5a3b3330-2e68-4b61-bec9-b873c22cdad9,mms,Facebook Ads,2025-01-07 22:24:18+00
5aa9118f-dd06-4bda-bbee-81a2b642c59d,email,Google Ads,2025-01-08 13:15:38+00
5ae05795-d5de-4489-8722-0e66bcd7c118,email,Google Ads,2025-03-06 16:41:11+00
5af8e0b5-39f2-4c93-a3ea-3c369f72ea4f,email,Facebook Ads,2025-02-14 01:52:03+00
5b15f445-be18-404f-9d01-c960f34ea0d1,mms,Orgânico,2025-03-09 19:16:16+00
5b4e39f6-8447-4d2b-98da-18bff17ceaac,mms,Facebook Ads,2025-03-05 01:06:39+00
5bc9b1a8-5542-4768-a32a-a5deb4991eab,sms,Google Ads,2025-03-29 06:20:22+00
5bcd02b8-b604-4bc6-b7ed-90fc169c2666,mms,Orgânico,2025-02-20 16:43:51+00
5bd28665-d39a-488a-aa04-e554ceee810d,email,Google Ads,2025-03-10 03:42:27+00
5be2aeec-5d56-4feb-8b35-e1e294427243,push,Facebook Ads,2025-02-08 08:10:47+00
5be44b4e-d7f7-4369-97c0-d0d1b5acb6b0,email,Google Ads,2025-02-06 19:36:06+00
5be8c394-49c4-4971-995f-13402624b352,push,Google Ads,2025-03-08 04:16:40+00
5c2407fe-6266-4382-8a0a-3a254663e7e8,push,Google Ads,2025-03-07 07:37:20+00
5c4065b0-3aa2-43ef-941a-9facfe3ada55,email,Google Ads,2025-01-13 21:20:26+00
5c4442eb-b5f2-4ec4-be56-22b1a115b884,push,Facebook Ads,2025-03-30 05:19:58+00
5c9e8c92-b288-416a-9cfd-839b38b0a41f,sms,Orgânico,2025-01-25 12:09:11+00
5cd31ff7-792a-4cd4-9893-686ce44271f5,push,Facebook Ads,2025-02-27 14:53:32+00
5d0d17c4-653f-49e2-8741-cf9ccfec047f,push,Facebook Ads,2025-03-10 08:55:58+00
5d5dfeaa-bb0c-4766-ad94-7135abe976f8,email,Orgânico,2025-03-21 11:19:42+00
5d628645-f8e5-4f2c-8cbc-c0509839b11f,sms,Orgânico,2025-03-23 00:59:11+00
5e0757c2-d33b-42b1-903f-3df90e6368c0,mms,Facebook Ads,2025-03-11 13:34:24+00
5e14e490-3b78-4a9f-9d6e-3014be75ad07,email,Facebook Ads,2025-01-05 23:50:19+00
5ea1f89d-b990-4f97-b96a-1e4045891797,mms,Google Ads,2025-03-05 23:38:22+00
5f0411b0-fd2d-4ab2-aa15-4696ea8e3e72,push,Google Ads,2025-03-21 06:29:04+00
5f401fa3-ebdc-4003-9ccf-0162e9226b4b,sms,Orgânico,2025-02-15 22:24:42+00
5f45e0f9-2175-4b4c-925c-ffaf5862afec,email,Orgânico,2025-01-01 08:33:11+00
5f4f2327-d520-41bd-bb1d-4dfeb5644683,mms,Google Ads,2025-01-18 19:52:03+00
5f56ed1a-6b71-4127-809e-d1371e85d4e8,email,Facebook Ads,2025-03-12 08:48:36+00
5f5fe510-8fce-48fa-857e-c61019a90210,sms,Google Ads,2025-02-04 07:24:36+00
5f9a7557-945f-4904-bcb5-9029a1d4038c,email,Orgânico,2025-02-01 23:29:53+00
5fc11994-7cda-46ca-b166-f386a28297ae,push,Facebook Ads,2025-03-18 05:56:12+00
605064b5-b070-4d3f-b2ee-7b15321fffa3,sms,Facebook Ads,2025-02-17 03:52:24+00
624b9410-2f06-49cc-b861-801e39a4e627,email,Google Ads,2025-03-14 03:30:53+00
6258d417-1bcb-4da9-8f08-e95855554358,sms,Orgânico,2025-01-24 17:21:25+00
62634c0a-17cc-4bf0-952e-3ac5a89b2c64,email,Orgânico,2025-01-30 04:45:15+00
6278395c-3c50-444a-bcba-2552e7514593,email,Orgânico,2025-03-21 07:58:05+00
62a46d53-c1ea-4779-97ec-19e45da1ab3a,push,Facebook Ads,2025-02-16 20:07:02+00
62d4030c-7449-4c31-aa42-7e09463ca8a7,push,Facebook Ads,2025-01-21 05:37:07+00
631fcad0-76b6-41aa-9994-488b202d945d,mms,Orgânico,2025-03-28 01:51:29+00
63434b95-9f7f-402d-989c-a2152132de9c,push,Orgânico,2025-03-07 23:36:18+00
6392f6e2-bcb1-482c-ab38-a71c96b3252b,push,Facebook Ads,2025-01-13 23:28:23+00
639381cd-4e9a-476c-8d77-74f7c57f09ec,email,Facebook Ads,2025-01-25 21:35:02+00
639fe22d-83fc-4867-8438-4c1f70366765,mms,Facebook Ads,2025-01-25 04:04:19+00
63d63215-22df-452e-9cda-4c4a8f53ed1f,email,Facebook Ads,2025-03-23 19:23:20+00
63dfb531-8ab4-498d-a9bc-ac11c664e887,email,Google Ads,2025-03-04 04:12:21+00
647bfe7e-fd90-4352-a6b8-ecc302878ce5,push,Orgânico,2025-03-04 20:36:28+00
64a702f3-d8ce-4c8f-8c24-829f647d26db,email,Orgânico,2025-01-06 18:40:42+00
64e89ec7-2154-4266-b78d-b7c59f49e5c1,sms,Facebook Ads,2025-02-04 09:25:01+00
653564a7-c515-4ba8-b34e-4664e2be9a04,email,Google Ads,2025-02-27 14:55:05+00
653c62b0-3a54-456e-a35d-88c62db22854,mms,Google Ads,2025-01-24 16:38:22+00
656554c0-6fa6-49fe-8945-30dfbf0c5d0d,push,Google Ads,2025-02-11 19:34:04+00
65937c2d-0455-4279-a296-9e62eeead358,sms,Google Ads,2025-03-20 09:57:39+00
65b306a5-5084-4692-b59f-8cad0913a885,sms,Google Ads,2025-02-19 06:18:45+00
65de72e9-c9e7-4a27-9e94-7c051bfd5c83,sms,Google Ads,2025-02-24 10:31:15+00
65ed5745-f53e-4643-b40b-8d0e8f70c487,email,Google Ads,2025-03-17 05:50:00+00
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,sms,Facebook Ads,2025-03-23 20:03:12+00
66772dbf-7b88-4815-8bc5-ca13c11c8316,sms,Orgânico,2025-01-09 01:21:20+00
66a617e1-3f86-4440-a6fc-dad202f2bebe,mms,Orgânico,2025-01-15 03:33:23+00
674e39dc-0acc-42b0-865f-70156d425cb7,email,Google Ads,2025-03-04 03:06:55+00
679e0588-66cc-4d77-bba7-024cd2ffcfde,push,Orgânico,2025-03-01 04:24:06+00
67c51fb5-26f3-4287-b89f-666ea1632ac0,mms,Google Ads,2025-02-13 03:01:34+00
67e2bf1b-a9a3-423d-9cb3-1c6d018ff63d,push,Google Ads,2025-01-03 08:29:24+00
67e521b5-8dae-4856-8eb5-2c724972a222,email,Orgânico,2025-02-05 11:29:50+00
68a3ed4c-3fb7-415c-a293-32310b93722f,email,Orgânico,2025-03-25 14:02:34+00
68b309c0-58b2-4ad6-ac94-65b5fb30e6e3,email,Facebook Ads,2025-03-18 04:04:33+00
6900cb04-76d1-428d-80b8-68cf058f1e22,mms,Orgânico,2025-02-09 17:40:48+00
6941dcf7-b907-46ca-bffe-b44fda41c253,email,Google Ads,2025-03-09 07:14:14+00
694568d1-1a60-4488-acd7-985df1d6433d,email,Orgânico,2025-03-04 15:47:33+00
69562dc1-3924-49c5-8806-39d435e29367,push,Google Ads,2025-03-16 13:05:41+00
695e3b08-981a-4f63-a8d2-022e2f32c820,sms,Google Ads,2025-02-27 22:50:52+00
697c0b1b-4cf4-48a2-b612-ba7f0ca08548,email,Google Ads,2025-03-10 13:49:25+00
6a875b22-7f04-46a4-9c33-65662eb43adc,sms,Orgânico,2025-01-12 01:19:20+00
6ab57265-d61a-43f5-bee5-d94ba9144567,email,Google Ads,2025-01-09 09:51:55+00
6abd5b5c-692e-455a-a1e3-5b440cfc00d1,email,Google Ads,2025-01-05 06:06:26+00
6af97b1c-c26f-463c-8253-20ed0078276d,sms,Facebook Ads,2025-03-06 23:59:55+00
6b282abe-109f-490b-8cd5-fedf9d2b73bd,sms,Google Ads,2025-01-05 07:17:26+00
6b376f29-9e54-4803-bdd8-13922ea21b1e,sms,Orgânico,2025-01-18 11:25:00+00
6bfbd046-b19e-48cb-85b7-442fd033b5f9,push,Google Ads,2025-03-18 18:00:36+00
6c0f31b6-daf5-4245-9a3d-8030e61b2ad0,push,Facebook Ads,2025-03-13 16:05:09+00
6c49f058-0370-4952-ae25-3326e85536f0,email,Google Ads,2025-03-03 23:16:39+00
6c8bd281-72cd-456e-b24c-4710c5f1ed8f,mms,Google Ads,2025-01-01 09:23:41+00
6cb6a668-dbb0-43f7-b750-a615bacd62b5,email,Orgânico,2025-03-04 19:09:02+00
6cdc34da-13e9-44c5-bb2c-9211b93f504f,sms,Orgânico,2025-01-29 08:52:18+00
6d084c74-5e77-43d9-9304-2913586bf895,mms,Facebook Ads,2025-02-15 20:44:40+00
6d3915d2-c5d2-4726-bf64-3f512fa04565,email,Facebook Ads,2025-03-15 21:45:13+00
6d3c53bd-f891-46ed-9d49-10ce0497c8c7,push,Google Ads,2025-01-28 23:30:39+00
6d4866fc-0bbd-4131-85c1-2258341c8c0e,email,Orgânico,2025-02-02 08:52:24+00
6d75033c-3c6b-45fb-9e27-358acd279788,mms,Facebook Ads,2025-01-25 00:04:04+00
6dc39954-4dc8-4b1e-aa98-c26e757086d2,mms,Facebook Ads,2025-03-20 09:33:34+00
6de7e0e3-30ba-4972-a6d3-d58d5eefd369,sms,Facebook Ads,2025-01-19 13:53:11+00
6e0f11e9-6c9b-48b3-9265-98f50aa5b9cd,push,Orgânico,2025-03-13 10:05:26+00
6e1d1d95-a857-48d7-9fc1-5c2937a438f3,sms,Facebook Ads,2025-03-02 01:18:09+00
6e7db9d4-0cbc-42e1-8eea-9b4fc81d6a09,push,Orgânico,2025-01-19 07:26:30+00
6e8da409-5480-4ec9-bf56-9cea10f433bf,sms,Google Ads,2025-01-17 01:46:28+00
6fa1579b-34fe-432d-b7c9-6ccf696c8401,sms,Google Ads,2025-01-31 03:49:17+00
70267eab-32d9-4e28-9792-5922de36c751,email,Facebook Ads,2025-01-17 01:28:07+00
7043f7fd-626f-4aee-a334-22cd370c6775,email,Google Ads,2025-03-23 14:06:04+00
7059c1a7-2613-46ed-9462-716648acbd05,email,Orgânico,2025-02-13 10:46:22+00
70ac56ca-ffbf-4cbe-909e-f32ed6dd63d7,push,Google Ads,2025-01-21 00:01:03+00
70d3b7d0-1db3-44b4-92fa-e38a5ee1f86c,email,Orgânico,2025-02-10 04:59:08+00
70d7e132-c1ff-440e-b0f2-e40ccee4a34a,email,Orgânico,2025-02-21 23:35:03+00
7133cffa-4387-430d-a95b-47e62487d5b8,sms,Facebook Ads,2025-03-18 05:43:47+00
713d5155-f25e-426f-aa41-9bf0e921c749,push,Orgânico,2025-01-11 18:51:46+00
7171f826-33c1-4c9c-a8a9-ba7175f5da53,email,Facebook Ads,2025-02-08 11:57:29+00
7190f4eb-4efe-4c2d-89b3-cee3720a18ff,email,Facebook Ads,2025-03-21 23:55:17+00
719f6dbe-3d72-4506-ab0c-8a20431261dc,email,Google Ads,2025-02-14 13:28:48+00
71a2de5e-3032-4634-ab9e-9393e40dd714,sms,Facebook Ads,2025-01-16 12:58:13+00
71c581e5-3e74-4c9c-ad5c-abe0b2804c0d,email,Google Ads,2025-01-19 13:05:20+00
71cc8714-8537-4921-979d-45c30efd142e,push,Orgânico,2025-03-21 20:38:12+00
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,email,Google Ads,2025-03-23 07:14:25+00
722e2a59-e2d4-4004-8c70-59c7c6ac5949,email,Facebook Ads,2025-01-07 15:01:20+00
7256bf96-35be-4c6a-952a-13330aa4a41f,email,Orgânico,2025-01-12 14:15:35+00
730529cc-340b-44f8-ba4a-f11f7aad424b,push,Facebook Ads,2025-01-08 10:26:52+00
73123f10-1723-4f5b-b364-95068f09cbf6,email,Facebook Ads,2025-02-02 19:31:44+00
733a1e30-d442-4a77-851d-6b387486ab5d,email,Facebook Ads,2025-01-23 06:37:52+00
73bc5678-18da-4e36-9f62-a957afaccc28,sms,Facebook Ads,2025-02-07 21:22:33+00
73c617ba-fd41-4da7-90a1-632221e0ef80,push,Orgânico,2025-02-24 02:25:02+00
741d5701-ec9f-4593-b2aa-5ea8c1db38af,email,Facebook Ads,2025-03-19 19:30:21+00
742eb88b-229d-4b53-9922-d0032ea06405,email,Orgânico,2025-01-16 03:07:58+00
74a84c89-146b-4c7a-99af-a37b25e75a80,push,Orgânico,2025-03-13 22:04:53+00
74afeca8-ed73-4cb2-bbf8-dd6b2ba7c266,sms,Facebook Ads,2025-02-15 13:36:29+00
750cf86c-0c52-4854-b425-c4a943262af6,sms,Orgânico,2025-01-05 06:11:47+00
7569cb9e-e097-40cd-8fe6-55e91dd86bc8,push,Facebook Ads,2025-02-16 20:22:25+00
75a1265d-b5e3-4880-ac0a-8ed009e45224,email,Google Ads,2025-02-12 04:59:33+00
75a9d627-565c-4964-b328-8a00a29854e3,email,Orgânico,2025-03-28 15:15:28+00
75bea48e-4c69-45f9-9163-d9ff83ad7d4c,email,Google Ads,2025-02-18 21:33:12+00
75c8f817-7b23-49a7-a9c6-80e1a31f0967,sms,Orgânico,2025-03-22 21:09:52+00
75cb325d-d2ba-4411-84b3-fb756bf5c004,push,Google Ads,2025-01-16 08:53:32+00
763c5449-af91-4fa5-939a-3b41c158b49b,mms,Orgânico,2025-02-08 04:48:10+00
76433a97-678d-46a7-8461-eafe12bcc353,sms,Facebook Ads,2025-01-23 03:12:46+00
7699f07f-a27e-4c92-a93e-a8cd02e9148e,push,Facebook Ads,2025-01-15 15:15:07+00
76ffc348-b966-45a2-bc97-1eac3b3853c1,sms,Orgânico,2025-03-19 13:40:09+00
7742905f-02fc-4dd4-aff0-ee0490f0f89b,sms,Google Ads,2025-01-03 22:54:07+00
77450f13-0444-43b6-89d1-1e5e32b4ee30,sms,Google Ads,2025-01-05 05:09:54+00
775c7315-f16f-4b1c-9ba0-5fe31bbd3027,mms,Google Ads,2025-01-26 10:25:04+00
780511d4-9aec-476d-afcf-9fa8c5fcd062,email,Facebook Ads,2025-02-26 21:22:53+00
78c6196d-5a63-4ff2-81b0-6e235ee6f0fc,email,Google Ads,2025-01-03 14:44:23+00
78c9af52-37bc-4e2d-9eda-4a38350ec05c,email,Facebook Ads,2025-03-13 19:59:39+00
7942cc82-43c3-4118-9a59-45b7c1cabb99,email,Facebook Ads,2025-03-22 20:27:11+00
797e14d7-dd98-48e4-b0a8-a3549954f1a5,email,Orgânico,2025-01-03 15:46:29+00
79bd8023-f026-47e4-bc1a-9c4a24cf3a18,push,Orgânico,2025-02-04 23:50:15+00
7a13c9a6-2120-4c2e-960d-130684a0447b,mms,Google Ads,2025-02-12 04:20:10+00
7b1bc7b0-f784-4aea-9e72-b689057ec15c,push,Facebook Ads,2025-01-19 15:46:43+00
7b6e6c8c-f6bc-4599-9a5f-ccf50e1c277c,push,Facebook Ads,2025-01-23 16:35:43+00
7c08380d-ec62-4a7b-994e-8948e5a3aa0d,push,Google Ads,2025-03-18 13:45:29+00
7c10dc40-92b1-4fce-b105-6d0624e8ad69,sms,Orgânico,2025-02-07 02:47:48+00
7c32e9e6-eb64-45d9-8a61-1681e2d7d79c,sms,Orgânico,2025-03-10 15:23:18+00
7c8e953e-9cc7-481e-a4b2-6e8d1aefff89,push,Google Ads,2025-03-12 22:29:21+00
7caad7dc-0edf-4004-aedd-ff8dc83984e9,email,Orgânico,2025-01-01 08:22:58+00
7cabc6d2-a0e6-4405-a53f-af3dcf5ede41,mms,Google Ads,2025-01-16 07:26:35+00
7d39e307-d143-4944-90cc-1c79c3dabf66,email,Google Ads,2025-03-29 14:12:40+00
7d88688d-6360-4e51-9b8c-bbc5b3e27753,mms,Orgânico,2025-03-29 14:17:04+00
7d991de2-d644-4628-92c0-126de1c2158e,email,Orgânico,2025-01-08 13:21:10+00
7dc08401-8127-4198-9db6-e238a56143c3,mms,Google Ads,2025-03-07 14:40:23+00
7dc75113-89b2-4276-a57d-d39fea1bcacd,email,Google Ads,2025-03-04 06:19:14+00
7e008845-f6de-4aaf-988f-aaf5551d1ad1,sms,Facebook Ads,2025-01-24 12:54:01+00
7e077092-324c-4fd6-bb7b-12131149c208,email,Orgânico,2025-02-02 03:36:22+00
7e2ceeea-72e8-44e7-936e-3d8f9ce880b8,push,Orgânico,2025-01-25 22:09:05+00
7e77fe17-1149-4f0a-b680-039e5e463eae,email,Orgânico,2025-02-19 11:02:16+00
7ebfea00-174b-4d96-af51-68e297067f95,push,Google Ads,2025-01-04 04:00:08+00
7f0849f1-189c-4a32-9b4e-a9b16377b4e4,sms,Google Ads,2025-03-13 17:41:12+00
7f239ec4-b5b2-4d11-82a0-08f2a2ba5668,email,Facebook Ads,2025-02-03 02:09:22+00
7f607b01-824d-4493-ac53-a52c39ec596d,sms,Facebook Ads,2025-02-01 22:35:43+00
7fd15f7c-c590-46c2-adf0-ae358528c963,mms,Google Ads,2025-03-01 01:13:46+00
8012de28-4c03-4b7e-9eba-07e15c075458,push,Orgânico,2025-02-28 00:37:35+00
81522868-7122-4e8d-9458-3524c2edd085,mms,Google Ads,2025-02-24 11:05:36+00
815e8388-6228-4a76-9ed8-10a50c0e085a,push,Orgânico,2025-01-02 02:49:46+00
83451f41-3b4a-4674-9816-597e1e27d383,sms,Google Ads,2025-03-28 03:23:54+00
8348d867-e632-4d99-938f-4bdb4af552e6,push,Orgânico,2025-01-30 01:48:47+00
834b4db6-f31e-4617-b984-291375f5c346,sms,Google Ads,2025-02-18 22:58:21+00
838dffae-f571-45a0-b833-267873e4e9dc,email,Orgânico,2025-03-21 07:33:35+00
83c79e99-d93c-4cea-a6a5-64bf84c208b6,mms,Google Ads,2025-03-22 05:58:27+00
83cc7139-1261-4332-9cdc-52d3ff42a557,push,Orgânico,2025-01-01 20:54:36+00
84b8717c-7b7e-48b9-9fd1-75db29d19f12,sms,Orgânico,2025-01-31 13:37:12+00
8508cb19-011f-4389-b6e0-6467769adff2,email,Facebook Ads,2025-02-22 20:45:32+00
85e0e136-15ed-43c6-a74c-5fff2aadf928,email,Facebook Ads,2025-03-10 20:41:53+00
862575dd-2333-48c5-8000-38d5f675131c,mms,Orgânico,2025-02-01 02:26:11+00
8686337d-faa6-4ec6-83fa-d579f14dda02,sms,Facebook Ads,2025-03-07 06:47:00+00
86a10b1e-db93-4779-afef-c1e533e3e06c,sms,Google Ads,2025-03-27 06:46:55+00
86b4815e-4e51-4179-8823-e0bda588bb89,email,Google Ads,2025-01-07 20:24:29+00
86ba11db-d82f-41aa-99b8-8616293beabf,push,Google Ads,2025-03-16 08:36:28+00
872ee3e3-9abc-40ca-a491-d19401560172,mms,Orgânico,2025-02-24 08:58:39+00
875a23eb-02fa-4ce3-a226-1ed25cbba7dd,sms,Google Ads,2025-03-07 11:56:31+00
